0.0976061296	-1.26520215	
0.150845834	-1.165317769	
0.204085538	-1.076531653	
0.257325239	-0.954450742	
0.328311506	-0.810173301	
0.408171053	-0.643699331	
0.488030598	-0.466127094	
0.585636704	-0.266358328	
0.692116088	-0.0554912944	
0.798595465	0.166474004	
0.913948116	0.410635836	
1.029300759	0.665895934	
1.162399957	0.943352564	
1.304372424	1.231907462	
1.455218166	1.531560631	
1.606063892	1.864508599	
1.774656161	2.208554836	
1.943248412	2.563699337	
2.120713927	2.929942108	
2.298179436	3.273988362	
2.475644914	3.67352594	
2.670856943	4.039768734	
2.857195673	4.417109798	
3.052407657	4.805549125	
3.23874635	5.193988463	
3.433958303	5.582427807	
3.629170239	5.959768887	
3.815508879	6.348208236	
4.001847501	6.725549317	
4.188186117	7.091792146	
4.365651445	7.446936706	
4.534243498	7.779884739	
4.702835541	8.101734507	
4.862554306	8.423584287	
5.004526519	8.723237522	
5.164245263	9.022890763	
5.297344195	9.30034747	
5.430443124	9.566705908	
5.563542046	9.833064356	
5.696640943	10.11052105	
5.829739847	10.3768795	
5.962838743	10.64323795	
6.095937627	10.9095964	
6.237909781	11.17595486	
6.362135375	11.44231331	
6.495234236	11.70867176	
6.628333097	11.96393196	
6.761431941	12.23029042	
6.885657505	12.49664888	
7.018756345	12.75190908	
7.160728424	13.01826754	
7.293827228	13.29572428	
7.435799313	13.55098451	
7.568898121	13.80624472	
7.693123634	14.07260319	
7.826222417	14.32786339	
7.968194452	14.60532017	
8.110166479	14.87167866	
8.252138489	15.13803714	
8.38523722	15.41549389	
8.536082482	15.69295067	
8.678054461	15.97040744	
8.820026431	16.24786421	
8.961998369	16.54751752	
9.103970299	16.83607254	
9.254815479	17.13572586	
9.405660651	17.43537918	
9.565379072	17.7350325	
9.716224206	18.04578409	
9.875942603	18.35653571	
10.03566098	18.66728731	
10.19537934	18.97803891	
10.3550977	19.28879054	
10.50594279	19.58844387	
10.66566112	19.89919549	
10.82537943	20.20994711	
10.98509773	20.52069872	
11.14481602	20.83145034	
11.31340755	21.15330024	
11.47312581	21.47515016	
11.63284407	21.78590178	
11.80143555	22.10775169	
11.97002706	22.40740509	
12.14749179	22.71815674	
12.32495652	23.02890842	
