-6.22906, 7.77881
-6.32906, 7.8788
-6.42906, 7.8788
-6.52906, 7.97881
-6.62907, 7.97881
-6.72906, 8.07881
-6.82906, 8.07881
-6.92906, 8.1788
-7.02906, 8.1788
-7.12907, 8.27881
-7.22906, 8.27881
-7.32906, 8.27881
-7.42906, 8.3788
-7.52906, 8.3788
-7.62907, 8.47881
-7.72906, 8.47881
-7.82906, 8.57881
-7.92906, 8.57881
-8.02906, 8.6788
-8.12907, 8.6788
-8.22906, 8.77881
-8.32906, 8.77881
-8.42906, 8.77881
-8.52906, 8.8788
-8.62907, 8.8788
-8.72906, 8.97881
-8.82906, 8.97881
-8.92906, 9.07881
-9.02906, 9.07881
-9.12907, 9.1788
-9.22906, 9.1788
-9.32906, 9.27881
-9.42906, 9.27881
-9.52906, 9.27881
-9.62907, 9.3788
-9.72906, 9.3788
-9.82906, 9.47881
-9.92906, 9.47881
-10.0291, 9.57881
-10.1291, 9.57881
-10.2291, 9.6788
-10.3291, 9.6788
-10.4291, 9.77881
-10.5291, 9.77881
-10.6291, 9.77881
-10.7291, 9.8788
-10.8291, 9.8788
-10.9291, 9.97881
-11.0291, 9.97881
-11.1291, 10.0788
-11.2291, 10.0788
-11.3291, 10.1788
-11.4291, 10.1788
-11.5291, 10.2788
-11.6291, 10.2788
-11.7291, 10.2788
-11.8291, 10.3788
-11.9291, 10.3788
-12.0291, 10.4788
-12.1291, 10.4788
-12.2291, 10.5788
-12.3291, 10.5788
-12.4291, 10.6788
-12.5291, 10.6788
-12.6291, 10.7788
-12.7291, 10.7788
-12.8291, 10.7788
-12.9291, 10.8788
-13.0291, 10.8788
-13.1291, 10.9788
-13.2291, 10.9788
-13.3291, 11.0788
-13.4291, 11.0788
-13.5291, 11.1788
-13.6291, 11.1788
-13.7291, 11.2788
-13.8291, 11.2788
-13.9291, 11.2788
-14.0291, 11.3788
-14.1291, 11.3788
-14.2291, 11.4788
-14.3291, 11.4788
-14.4291, 11.4788
-14.5291, 11.4788
-14.6291, 11.4788
-14.7291, 11.4788
-14.8291, 11.4788
-14.9291, 11.4788
-15.0291, 11.4788
-15.1291, 11.4788
-15.2291, 11.4788
-15.3291, 11.4788
-15.4291, 11.4788
-15.5291, 11.4788
-15.6291, 11.4788
-15.7291, 11.4788
-15.8291, 11.4788
-15.9291, 11.4788
-16.0291, 11.4788
-16.1291, 11.4788
-16.2291, 11.4788
-16.3291, 11.4788
-16.4291, 11.4788
-16.5291, 11.4788
-16.6291, 11.4788
-16.7291, 11.4788
-16.8291, 11.4788
-16.9291, 11.4788
-17.0291, 11.4788
-17.1291, 11.4788
-17.2291, 11.4788
-17.3291, 11.4788
-17.4291, 11.4788
-17.5291, 11.4788
-17.6291, 11.4788
-17.7291, 11.4788
-17.8291, 11.4788
-17.9291, 11.4788
-18.0291, 11.4788
-18.1291, 11.4788
-18.2291, 11.4788
-18.3291, 11.4788
-18.4291, 11.4788
-18.5291, 11.4788
-18.6291, 11.4788
-18.7291, 11.4788
-18.8291, 11.4788
-18.9291, 11.4788
-19.0291, 11.4788
-19.1291, 11.4788
-19.2291, 11.4788
-19.3291, 11.4788
-19.4291, 11.4788
-19.5291, 11.4788
-19.6291, 11.4788
-19.7291, 11.4788
-19.8291, 11.4788
-19.9291, 11.4788
-20.0291, 11.4788
-20.1291, 11.4788
-20.2291, 11.4788
-20.3291, 11.4788
-20.4291, 11.4788
-20.5291, 11.4788
-20.6291, 11.4788
-20.7291, 11.4788
-20.8291, 11.4788
-20.9291, 11.4788
-21.0291, 11.4788
-21.1291, 11.4788
-21.2291, 11.4788
-21.3291, 11.4788
-21.4291, 11.4788
-21.5291, 11.4788
-21.6291, 11.4788
-21.7291, 11.4788
-21.8291, 11.4788
-21.9291, 11.4788
-22.0291, 11.4788
-22.1291, 11.4788
-22.2291, 11.4788
-22.3291, 11.4788
-22.4291, 11.4788
-22.5291, 11.4788
-22.6291, 11.4788
-22.7291, 11.4788
-22.8291, 11.4788
-22.9291, 11.4788
-23.0291, 11.4788
-23.1291, 11.4788
-23.2291, 11.4788
-23.3291, 11.4788
-23.4291, 11.4788
-23.5291, 11.4788
-23.6291, 11.4788
-23.7291, 11.4788
-23.8291, 11.4788
-23.9291, 11.4788
-24.0291, 11.4788
-24.1291, 11.4788
-24.2291, 11.4788
-24.3291, 11.4788
-24.4291, 11.4788
-24.5291, 11.4788
-24.6291, 11.4788
-24.7291, 11.4788
-24.8291, 11.4788
-24.9291, 11.4788
-25.0291, 11.4788
-25.1291, 11.4788
-25.2291, 11.4788
-25.3291, 11.4788
-25.4291, 11.4788
-25.5291, 11.4788
-25.6291, 11.4788
-25.7291, 11.4788
-25.8291, 11.4788
-25.9291, 11.4788
-26.0291, 11.4788
-26.1291, 11.4788
-26.2291, 11.4788
-26.3291, 11.4788
-26.4291, 11.4788
-26.5291, 11.4788
-26.6291, 11.4788
-26.7291, 11.4788
-26.8291, 11.4788
-26.9291, 11.4788
-27.0291, 11.3788
-27.1291, 11.3788
-27.2291, 11.3788
-27.3291, 11.3788
-27.4291, 11.3788
-27.5291, 11.3788
-27.6291, 11.3788
-27.7291, 11.3788
-27.8291, 11.3788
-27.9291, 11.3788
-28.0291, 11.3788
-28.1291, 11.3788
-28.2291, 11.3788
-28.3291, 11.3788
-28.4291, 11.3788
-28.5291, 11.3788
-28.6291, 11.3788
-28.7291, 11.3788
-28.8291, 11.3788
-28.9291, 11.3788
-29.0291, 11.3788
-29.1291, 11.3788
-29.2291, 11.2788
-29.3291, 11.2788
-29.4291, 11.2788
-29.5291, 11.2788
-29.6291, 11.2788
-29.7291, 11.2788
-29.8291, 11.2788
-29.9291, 11.2788
-30.0291, 11.2788
-30.1291, 11.2788
-30.2291, 11.2788
-30.3291, 11.2788
-30.4291, 11.2788
-30.5291, 11.1788
-30.6291, 11.1788
-30.7291, 11.1788
-30.8291, 11.1788
-30.9291, 11.1788
-31.0291, 11.1788
-31.1291, 11.1788
-31.2291, 11.1788
-31.3291, 11.1788
-31.4291, 11.1788
-31.5291, 11.0788
-31.6291, 11.0788
-31.7291, 11.0788
-31.8291, 11.0788
-31.9291, 11.0788
-32.0291, 11.0788
-32.1291, 10.9788
-32.2291, 10.9788
-32.3291, 10.9788
-32.4291, 10.9788
-32.5291, 10.9788
-32.6291, 10.9788
-32.7291, 10.8788
-32.8291, 10.8788
-32.9291, 10.8788
-33.0291, 10.8788
-33.1291, 10.8788
-33.2291, 10.7788
-33.3291, 10.7788
-33.4291, 10.7788
-33.5291, 10.7788
-33.6291, 10.7788
-33.7291, 10.6788
-33.8291, 10.6788
-33.9291, 10.6788
-34.0291, 10.6788
-34.1291, 10.5788
-34.2291, 10.5788
-34.3291, 10.5788
-34.4291, 10.5788
-34.5291, 10.4788
-34.6291, 10.4788
-34.7291, 10.4788
-34.8291, 10.4788
-34.9291, 10.3788
-35.0291, 10.3788
-35.1291, 10.3788
-35.2291, 10.2788
-35.3291, 10.2788
-35.4291, 10.2788
-35.5291, 10.2788
-35.6291, 10.1788
-35.7291, 10.1788
-35.8291, 10.1788
-35.9291, 10.1788
-36.0291, 10.0788
-36.1291, 10.0788
-36.2291, 10.0788
-36.3291, 10.0788
-36.4291, 9.97881
-36.5291, 9.97881
-36.6291, 9.97881
-36.7291, 9.8788
-36.8291, 9.8788
-36.9291, 9.8788
-37.0291, 9.77881
-37.1291, 9.77881
-37.2291, 9.77881
-37.3291, 9.77881
-37.4291, 9.6788
-37.5291, 9.6788
-37.6291, 9.6788
-37.7291, 9.57881
-37.8291, 9.57881
-37.9291, 9.57881
-38.0291, 9.47881
-38.1291, 9.47881
-38.2291, 9.47881
-38.3291, 9.3788
-38.4291, 9.3788
-38.5291, 9.3788
-38.6291, 9.27881
-38.7291, 9.27881
-38.8291, 9.1788
-38.9291, 9.1788
-39.0291, 9.07881
-39.1291, 9.07881
-39.2291, 9.07881
-39.3291, 8.97881
-39.4291, 8.97881
-39.5291, 8.8788
-39.6291, 8.8788
-39.7291, 8.77881
-39.8291, 8.77881
-39.9291, 8.6788
-40.0291, 8.6788
-40.1291, 8.6788
-40.2291, 8.57881
-40.3291, 8.57881
-40.4291, 8.47881
-40.5291, 8.47881
-40.6291, 8.3788
-40.7291, 8.3788
-40.8291, 8.27881
-40.9291, 8.27881
-41.0291, 8.1788
-41.1291, 8.1788
-41.2291, 8.07881
-41.3291, 8.07881
-41.4291, 7.97881
-41.5291, 7.97881
